camn,frame,timestamp,cam_received_timestamp,device_timestamp,block_id,x,y,area,slope,eccentricity,frame_pt_idx,cur_val,mean_val,sumsqf_val
7,8662,NaN,1746558296.010656,783048434355,8870,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
5,8662,NaN,1746558296.012482,789527600109,8867,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
6,8662,NaN,1746558296.0173385,769331227752,8878,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
4,8662,NaN,1746558296.0180457,773577793800,8873,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
7,8663,NaN,1746558296.0206296,783058434669,8871,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
5,8663,NaN,1746558296.0226047,789537600396,8868,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
6,8663,NaN,1746558296.0273757,769341228039,8879,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
4,8663,NaN,1746558296.0281181,773587794114,8874,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
7,8664,NaN,1746558296.03065,783068434956,8872,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
5,8664,NaN,1746558296.0325973,789547600683,8869,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
6,8664,NaN,1746558296.0373373,769351228326,8880,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
4,8664,NaN,1746558296.038158,773597794401,8875,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
7,8665,NaN,1746558296.040653,783078435243,8873,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
5,8665,NaN,1746558296.0426319,789557600970,8870,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
6,8665,NaN,1746558296.047428,769361228640,8881,1098.2523,533.03107,41177.0,-0.009387267,1.3388373,0,5,37.816833,1596.5125
4,8665,NaN,1746558296.048171,773607794688,8876,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
7,8666,NaN,1746558296.0506566,783088435530,8874,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
5,8666,NaN,1746558296.0526261,789567601284,8871,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
6,8666,NaN,1746558296.0573308,769371228927,8882,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
4,8666,NaN,1746558296.058158,773617794975,8877,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
7,8667,NaN,1746558296.060698,783098435844,8875,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
5,8667,NaN,1746558296.062616,789577601571,8872,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
6,8667,NaN,1746558296.0673892,769381229214,8883,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
